source,source_id,title,url,year,phrase,extra
zbmath,7315971,Five not-so-easy pieces: open problems about vertex rings,https://arxiv.org/pdf/1812.06206.pdf,2020.0,open problems,links=https://doi.org/10.1090/conm/753/15172|https://arxiv.org/abs/1812.06206 | original_url=https://zbmath.org/7315971 | target_kind=arxiv_pdf
zbmath,902857517,A gallery of open problems in geometry that keep me puzzled and amused,https://arxiv.org/pdf/2510.11908.pdf,2025.0,open problems,links=https://arxiv.org/abs/2510.11908 | original_url=https://zbmath.org/902857517 | target_kind=arxiv_pdf
zbmath,902881701,A List of Open Problems in Number Theory Posed by Ibn al-Khawwām (13th Century): Historical and Arithmetic Analysis,https://arxiv.org/pdf/2511.08400.pdf,2025.0,open problems,links=https://arxiv.org/abs/2511.08400 | original_url=https://zbmath.org/902881701 | target_kind=arxiv_pdf
zbmath,900582091,An open problem on congruences of finite lattices,https://arxiv.org/pdf/2303.00699.pdf,2023.0,open problem,links=https://arxiv.org/abs/2303.00699 | original_url=https://zbmath.org/900582091 | target_kind=arxiv_pdf
zbmath,900404416,WITHDRAWN: Nonsingular Block Graphs: An Open Problem,https://arxiv.org/pdf/1803.03947.pdf,2018.0,open problem,links=https://arxiv.org/abs/1803.03947 | original_url=https://zbmath.org/900404416 | target_kind=arxiv_pdf
zbmath,900565963,The Open Problem of Finding a General Classification of Geodetic Graphs,https://arxiv.org/pdf/2202.10663.pdf,2022.0,open problem,links=https://doi.org/10.5281/zenodo.6861196|https://arxiv.org/abs/2202.10663 | original_url=https://zbmath.org/900565963 | target_kind=arxiv_pdf
zbmath,6177679,Reminiscence of an open problem: remarks on Nevanlinna's four-value-theorem,https://arxiv.org/pdf/1102.3383.pdf,2012.0,open problem,links=https://arxiv.org/abs/1102.3383 | original_url=https://zbmath.org/6177679 | target_kind=arxiv_pdf
zbmath,7334731,Answering an open problem on t-norms for type-2 fuzzy sets,https://arxiv.org/pdf/1907.12394.pdf,2020.0,open problem,links=https://doi.org/10.1016/j.ins.2020.03.001|https://arxiv.org/abs/1907.12394 | original_url=https://zbmath.org/7334731 | target_kind=arxiv_pdf
zbmath,7051842,Solution of an open problem about two families of orthogonal polynomials,https://arxiv.org/pdf/1901.09332.pdf,2019.0,open problem,links=https://doi.org/10.3842/SIGMA.2019.005|https://arxiv.org/abs/1901.09332|http://www.emis.de/25017 | original_url=https://zbmath.org/7051842 | target_kind=arxiv_pdf
zbmath,6365717,An open problem of Ljubomir Iliev related to the Mittag-Leffler function and fractional calculus operators,http://www.math.bas.bg/complan/caa13/pdfdoc/CAA13_Proc_EBook.pdf,2013.0,open problem,links=http://www.math.bas.bg/complan/caa13/pdfdoc/CAA13_Proc_EBook.pdf | original_url=https://zbmath.org/6365717 | target_kind=direct_pdf
zbmath,6168775,The subset argument and consistency of MLE in GLMM: answer to an open problem and beyond,https://arxiv.org/pdf/1303.2874.pdf,2013.0,open problem,links=https://doi.org/10.1214/13-AOS1084|https://arxiv.org/abs/1303.2874|https://projecteuclid.org/euclid.aos/1362493044 | original_url=https://zbmath.org/6168775 | target_kind=arxiv_pdf
zbmath,6529968,Open problem 1: Are Palmore's ``ignored estimates'' on the number of planar central configurations correct?,https://arxiv.org/pdf/1501.00694.pdf,2015.0,open problem,links=https://doi.org/10.1007/s12346-015-0170-z|https://arxiv.org/abs/1501.00694|https://hal.science/hal-01202661 | original_url=https://zbmath.org/6529968 | target_kind=arxiv_pdf
zbmath,7434578,Solution of an open problem concerning the augmented Zagreb index and chromatic number of graphs,https://match.pmf.kg.ac.rs/electronic_versions/Match86/n1/match86n1_39-48.pdf,2021.0,open problem,links=https://match.pmf.kg.ac.rs/electronic_versions/Match86/n1/match86n1_39-48.pdf | original_url=https://zbmath.org/7434578 | target_kind=direct_pdf
zbmath,6549731,All functions \(g:\mathbb N\to\mathbb N\) which have a single-fold Diophantine representation are dominated by a limit-computable function \(f:\mathbb N\backslash\{0\}\to\mathbb N\) which is implemented in MuPAD and whose computability is an open problem,https://arxiv.org/pdf/1309.2682.pdf,2015.0,open problem,links=https://doi.org/10.1007/978-3-319-18275-9_24|https://arxiv.org/abs/1309.2682 | original_url=https://zbmath.org/6549731 | target_kind=arxiv_pdf
zbmath,902681517,Lawvere's fourth open problem: Levels in the topos of symmetric simplicial sets,https://arxiv.org/pdf/2503.03439.pdf,2025.0,open problem,links=https://arxiv.org/abs/2503.03439 | original_url=https://zbmath.org/902681517 | target_kind=arxiv_pdf
zbmath,902635475,Solutions for certain Fermat-type PDDEs concerning an open problem of Xu and Wang,https://arxiv.org/pdf/2412.19338.pdf,2024.0,open problem,links=https://arxiv.org/abs/2412.19338 | original_url=https://zbmath.org/902635475 | target_kind=arxiv_pdf
zbmath,902706995,An affirmative answer to an open problem on Ramanujan's asymptotic formula of zero-balanced hypergeometric function,https://arxiv.org/pdf/2504.04521.pdf,2025.0,open problem,links=https://arxiv.org/abs/2504.04521 | original_url=https://zbmath.org/902706995 | target_kind=arxiv_pdf
zbmath,6309398,A solution to an open problem on Mathieu series posed by Hoorfar and Qi,https://arxiv.org/pdf/1207.5219.pdf,2012.0,open problem,links=https://arxiv.org/abs/1207.5219|http://journals.math.ac.vn/acta/images/stories/pdf1/Vol_37_No_3/Bai1_Nemes_Acta_10_80.pdf | original_url=https://zbmath.org/6309398 | target_kind=arxiv_pdf
zbmath,900241399,An answer to an open problem on seminormed fuzzy integral,https://arxiv.org/pdf/1503.01437.pdf,2015.0,open problem,links=https://arxiv.org/abs/1503.01437 | original_url=https://zbmath.org/900241399 | target_kind=arxiv_pdf
zbmath,5267005,"Deferred acceptance algorithms: history, theory, practice, and open questions",http://papers.nber.org/papers/w13225.pdf,2008.0,open questions,links=https://doi.org/10.1007/s00182-008-0117-6|http://papers.nber.org/papers/w13225.pdf | original_url=https://zbmath.org/5267005 | target_kind=direct_pdf
zbmath,7535439,Higher rank Brill-Noether theory and coherent systems open questions,https://arxiv.org/pdf/2108.08169.pdf,2022.0,open questions,links=https://doi.org/10.22199/issn.0717-6279-5276|https://arxiv.org/abs/2108.08169 | original_url=https://zbmath.org/7535439 | target_kind=arxiv_pdf
zbmath,5728576,Basic properties of strong mixing conditions. A survey and some open questions,https://arxiv.org/pdf/math/0511078.pdf,2005.0,open questions,links=https://doi.org/10.1214/154957805100000104|https://arxiv.org/abs/math/0511078|https://eudml.org/doc/223765|http://www.emis.de/46808 | original_url=https://zbmath.org/5728576 | target_kind=arxiv_pdf
zbmath,902662802,Results and open questions on the boundary control of moving sets,https://arxiv.org/pdf/2502.06050.pdf,2025.0,open questions,links=https://arxiv.org/abs/2502.06050 | original_url=https://zbmath.org/902662802 | target_kind=arxiv_pdf
zbmath,7217531,A max-type recursive model: some properties and open questions,https://arxiv.org/pdf/1705.04787.pdf,2019.0,open questions,links=https://doi.org/10.1007/978-981-15-0302-3_6|https://arxiv.org/abs/1705.04787 | original_url=https://zbmath.org/7217531 | target_kind=arxiv_pdf
zbmath,6153956,Combinatorial identities related to eigen-function decompositions of Hill operators: open questions,https://arxiv.org/pdf/1210.0835.pdf,2013.0,open questions,links=https://doi.org/10.1007/s00020-012-2016-2|https://arxiv.org/abs/1210.0835 | original_url=https://zbmath.org/6153956 | target_kind=arxiv_pdf
zbmath,1942009,Open questions in high energy spin physics,https://arxiv.org/pdf/hep-ph/0201068.pdf,2003.0,open questions,links=https://doi.org/10.1142/S0217751X03014459|https://arxiv.org/abs/hep-ph/0201068 | original_url=https://zbmath.org/1942009 | target_kind=arxiv_pdf
zbmath,8106378,Some open questions and conjectures about visibility and iteration in bounded convex domains in \(\mathbb{C}^N\),https://arxiv.org/pdf/2507.19967.pdf,2025.0,open questions,links=https://doi.org/10.1007/s40627-025-00172-2|https://arxiv.org/abs/2507.19967 | original_url=https://zbmath.org/8106378 | target_kind=arxiv_pdf
zbmath,6642290,An affirmative answer to the open questions on the viscosity approximation methods for nonexpansive mappings in CAT(0) spaces,http://www.tjnsa.com/includes/files/articles/Vol9_Iss6_4563--4570_An_affirmative_answer_to_the_open_q.pdf,2016.0,open questions,links=https://doi.org/10.22436/jnsa.009.06.94|https://www.isr-publications.com/jnsa/articles-2706-an-affirmative-answer-to-the-open-questions-on-the-viscosity-approximation-methods-for-nonexpansive-mappings-in-cat0-spaces|http://www.tjnsa.com/includes/files/articles/Vol9_Iss6_4563--4570_An_affirmative_answer_to_the_open_q.pdf | original_url=https://zbmath.org/6642290 | target_kind=direct_pdf
zbmath,7107713,"A survey of adaptive cell population dynamics models of emergence of drug resistance in cancer, and open questions about evolution and cancer",http://www.biomathforum.org/biomath/index.php/biomath/article/download/j.biomath.2019.05.147/pdf,2019.0,open questions,links=https://doi.org/10.11145/j.biomath.2019.05.147;|http://www.biomathforum.org/biomath/index.php/biomath/article/download/j.biomath.2019.05.147/pdf | original_url=https://zbmath.org/7107713 | target_kind=direct_pdf
zbmath,7945806,On two open questions for extension bundles,https://arxiv.org/pdf/2401.02179.pdf,2025.0,open questions,links=https://doi.org/10.1016/j.jalgebra.2024.08.015|https://arxiv.org/abs/2401.02179 | original_url=https://zbmath.org/7945806 | target_kind=arxiv_pdf
zbmath,902970252,"A short tour of operator learning theory: Convergence rates, statistical limits, and open questions",https://arxiv.org/pdf/2603.00819.pdf,2026.0,open questions,links=https://arxiv.org/abs/2603.00819 | original_url=https://zbmath.org/902970252 | target_kind=arxiv_pdf
zbmath,900576183,Concrete examples of the rate of convergence of Chernoff approximations: numerical results for the heat semigroup and open questions on them (with appendix: full list of pictures and Python code),https://arxiv.org/pdf/2301.05284.pdf,2025.0,open questions,links=https://arxiv.org/abs/2301.05284 | original_url=https://zbmath.org/900576183 | target_kind=arxiv_pdf
zbmath,6764442,The diffuse light of the universe. On the microwave background before and after its discovery: open questions,https://arxiv.org/pdf/1701.01017.pdf,2017.0,open questions,links=https://doi.org/10.1007/s10701-016-0056-1|https://arxiv.org/abs/1701.01017 | original_url=https://zbmath.org/6764442 | target_kind=arxiv_pdf
zbmath,5840346,"Normals, subnormals and an open question",https://arxiv.org/pdf/0906.5412.pdf,2010.0,open question,links=https://doi.org/10.7153/oam-04-26|https://arxiv.org/abs/0906.5412|http://files.ele-math.com/abstracts/oam-04-26-abs.pdf | original_url=https://zbmath.org/5840346 | target_kind=arxiv_pdf
zbmath,7444238,On an open question regarding generalized number systems in Euclidean spaces,http://ac.inf.elte.hu/Vol_052_2021/093_52.pdf,2021.0,open question,links=http://ac.inf.elte.hu/Vol_052_2021/093_52.pdf | original_url=https://zbmath.org/7444238 | target_kind=direct_pdf
zbmath,5831646,"An experimental mathematics perspective on the old, and still open, question of when to stop?",https://arxiv.org/pdf/0907.0032.pdf,2010.0,open question,links=https://arxiv.org/abs/0907.0032 | original_url=https://zbmath.org/5831646 | target_kind=arxiv_pdf
zbmath,7125119,On an open question of Ricceri concerning a Kirchhoff-type problem,https://arxiv.org/pdf/1810.08224.pdf,2019.0,open question,links=https://arxiv.org/abs/1810.08224|http://www.heldermann.de/MTA/MTA04/MTA042/mta04015.htm#mta042 | original_url=https://zbmath.org/7125119 | target_kind=arxiv_pdf
zbmath,900531147,An answer to an open question in the incremental SVD,https://arxiv.org/pdf/2204.05398.pdf,2022.0,open question,links=https://arxiv.org/abs/2204.05398 | original_url=https://zbmath.org/900531147 | target_kind=arxiv_pdf
zbmath,900365854,On the Open Question of The Tracy-Widom Distribution of \beta-Ensemble With \beta=6,https://arxiv.org/pdf/1812.00522.pdf,2018.0,open question,links=https://arxiv.org/abs/1812.00522 | original_url=https://zbmath.org/900365854 | target_kind=arxiv_pdf
zbmath,900552131,The open question of time fractional PDEs: needs to store all data,https://arxiv.org/pdf/2211.07620.pdf,2022.0,open question,links=https://arxiv.org/abs/2211.07620 | original_url=https://zbmath.org/900552131 | target_kind=arxiv_pdf
zbmath,902600479,The one-shot problem: Solution to an open question of finite-fuel singular control with discretionary stopping,https://arxiv.org/pdf/2411.04301.pdf,2024.0,open question,links=https://arxiv.org/abs/2411.04301 | original_url=https://zbmath.org/902600479 | target_kind=arxiv_pdf
zbmath,6550723,The Kourovka notebook. Unsolved problems in group theory.,https://arxiv.org/pdf/1401.0300.pdf,2014.0,unsolved problems,links=https://arxiv.org/abs/1401.0300 | original_url=https://zbmath.org/6550723 | target_kind=arxiv_pdf
zbmath,6686816,Half a dozen famous unsolved problems in mathematics with a dozen suggestions on how to try to solve them,http://ijmcs.future-in-tech.net/11.2/R-GhusayniHalf.pdf,2016.0,unsolved problems,links=http://ijmcs.future-in-tech.net/11.2/R-GhusayniHalf.pdf | original_url=https://zbmath.org/6686816 | target_kind=direct_pdf
zbmath,903004242,The Lyapin's notebook: a collection of unsolved problems in Semigroup Theory,https://arxiv.org/pdf/2604.04763.pdf,2026.0,unsolved problems,links=https://arxiv.org/abs/2604.04763 | original_url=https://zbmath.org/903004242 | target_kind=arxiv_pdf
zbmath,902799565,Problems 66 and 67 on sums of residue classes and primes of András Sárközy's collection of unsolved problems,https://arxiv.org/pdf/2508.02433.pdf,2025.0,unsolved problems,links=https://arxiv.org/abs/2508.02433 | original_url=https://zbmath.org/902799565 | target_kind=arxiv_pdf
zbmath,6189305,Unsolved problems in special and general relativity. 21 collected papers,http://vixra.org/pdf/1306.0200v1.pdf,2013.0,unsolved problems,links=http://vixra.org/pdf/1306.0200v1.pdf | original_url=https://zbmath.org/6189305 | target_kind=direct_pdf
zbmath,6045711,Partitions with distinct multiplicities of parts: on an ``unsolved problem'' posed by Herbert Wilf,https://arxiv.org/pdf/1203.2670.pdf,2012.0,unsolved problem,links=https://arxiv.org/abs/1203.2670|http://www.emis.de/29354|https://oeis.org/A98859|https://oeis.org/A217605 | original_url=https://zbmath.org/6045711 | target_kind=arxiv_pdf
zbmath,900023497,Problems for problem session,https://arxiv.org/pdf/math/0504517.pdf,2005.0,problem session,links=https://arxiv.org/abs/math/0504517 | original_url=https://zbmath.org/900023497 | target_kind=arxiv_pdf
zbmath,900556662,Combinatorial and Additive Number Theory Problem Sessions: '09--'25,https://arxiv.org/pdf/1406.3558.pdf,2014.0,problem sessions,links=https://arxiv.org/abs/1406.3558 | original_url=https://zbmath.org/900556662 | target_kind=arxiv_pdf
zbmath,6892307,zbMATH Open Web Interface contents unavailable due to conflicting licenses.,https://arxiv.org/pdf/1701.07963.pdf,2018.0,problem collection,links=https://doi.org/10.1016/j.akcej.2018.01.011|https://arxiv.org/abs/1701.07963 | original_url=https://zbmath.org/6892307 | target_kind=arxiv_pdf
zbmath,900080949,Conformal dynamics problem list,https://arxiv.org/pdf/math/9201271.pdf,1990.0,problem list,links=https://arxiv.org/abs/math/9201271 | original_url=https://zbmath.org/900080949 | target_kind=arxiv_pdf
zbmath,7069711,Memorial to Javier Cilleruelo: a problem list,http://math.colgate.edu/~integers/s28/s28.pdf,2018.0,problem list,links=http://math.colgate.edu/~integers/s28/s28.pdf | original_url=https://zbmath.org/7069711 | target_kind=direct_pdf
zbmath,902515636,Comparative Prime Number Theory Problem List,https://arxiv.org/pdf/2407.03530.pdf,2024.0,problem list,links=https://arxiv.org/abs/2407.03530 | original_url=https://zbmath.org/902515636 | target_kind=arxiv_pdf
zbmath,7569926,Finding structure in sequences of real numbers via graph theory: a problem list,https://arxiv.org/pdf/2012.04625.pdf,2022.0,problem list,links=https://doi.org/10.2140/involve.2022.15.251|https://arxiv.org/abs/2012.04625|https://oeis.org/A4086|https://oeis.org/A5132|https://oeis.org/A6068|https://oeis.org/A14486|https://oeis.org/A14631|https://oeis.org/A36552|https://oeis.org/A38554|https://oeis.org/A53392|https://oeis.org/A53985|https://oeis.org/A57163|https://oeis.org/A59343|https://oeis.org/A59893|https://oeis.org/A62383|https://oeis.org/A64736|https://oeis.org/A65369|https://oeis.org/A72800|https://oeis.org/A73791|https://oeis.org/A73792|https://oeis.org/A73793|https://oeis.org/A73794|https://oeis.org/A73795|https://oeis.org/A73796|https://oeis.org/A73835|https://oeis.org/A76641|https://oeis.org/A127202|https://oeis.org/A133058|https://oeis.org/A140589|https://oeis.org/A280864|https://oeis.org/A281488|https://oeis.org/A339568|https://oeis.org/A339570|https://oeis.org/A339571|https://oeis.org/A339695|https://oeis.org/A339696|https://oeis.org/A339697|https://oeis.org/A339731|https://oeis.org/A339732|https://oeis.org/A339733|https://oeis.org/A342851|https://oeis.org/A347520 | original_url=https://zbmath.org/7569926 | target_kind=arxiv_pdf
zbmath,7773745,A list of problems,https://arxiv.org/pdf/2212.05791.pdf,2023.0,list of problems,links=https://doi.org/10.1007/978-3-031-12244-6_2|https://arxiv.org/abs/2212.05791 | original_url=https://zbmath.org/7773745 | target_kind=arxiv_pdf
zbmath,900359610,Research Problems in Function Theory (New Edition),https://arxiv.org/pdf/1809.07200.pdf,2018.0,research problems,links=https://arxiv.org/abs/1809.07200 | original_url=https://zbmath.org/900359610 | target_kind=arxiv_pdf
zbmath,6849118,Additive combinatorics. A menu of research problems,https://arxiv.org/pdf/1705.07444.pdf,2018.0,research problems,links=https://doi.org/10.1201/9781351137621|https://arxiv.org/abs/1705.07444|https://oeis.org/A1844|https://oeis.org/A1845|https://oeis.org/A4132|https://oeis.org/A4135|https://oeis.org/A4136|https://oeis.org/A8288|https://oeis.org/A35607|https://oeis.org/A90245|https://oeis.org/A113413|https://oeis.org/A119800|https://oeis.org/A122542|https://oeis.org/A211316|https://oeis.org/A266213|https://oeis.org/A288583|https://oeis.org/A289186|https://oeis.org/A289187|https://oeis.org/A289189|https://oeis.org/A289434|https://oeis.org/A289435|https://oeis.org/A289436|https://oeis.org/A289437|https://oeis.org/A289438|https://oeis.org/A289439|https://oeis.org/A289440|https://oeis.org/A289441|https://oeis.org/A289442|https://oeis.org/A290636|https://oeis.org/A290978|https://oeis.org/A290979|https://oeis.org/A290980|https://oeis.org/A290981|https://oeis.org/A290982|https://oeis.org/A290983|https://oeis.org/A290988|https://oeis.org/A291040|https://oeis.org/A291041|https://oeis.org/A291267|https://oeis.org/A291268|https://oeis.org/A291270|https://oeis.org/A291271|https://oeis.org/A291272|https://oeis.org/A291273|https://oeis.org/A291304|https://oeis.org/A291305|https://oeis.org/A291306|https://oeis.org/A291307|https://oeis.org/A291308|https://oeis.org/A291309|https://oeis.org/A291310|https://oeis.org/A291323|https://oeis.org/A291324|https://oeis.org/A291325|https://oeis.org/A291326|https://oeis.org/A291327|https://oeis.org/A291328|https://oeis.org/A291329|https://oeis.org/A291330|https://oeis.org/A291357|https://oeis.org/A291358|https://oeis.org/A291359|https://oeis.org/A291361|https://oeis.org/A291362|https://oeis.org/A291363|https://oeis.org/A291364|https://oeis.org/A291366|https://oeis.org/A291367|https://oeis.org/A291368|https://oeis.org/A291369|https://oeis.org/A291370|https://oeis.org/A291423|https://oeis.org/A291424|https://oeis.org/A291425|https://oeis.org/A291426|https://oeis.org/A291427|https://oeis.org/A291428|https://oeis.org/A291429|https://oeis.org/A291430|https://oeis.org/A291431|https://oeis.org/A291432|https://oeis.org/A291433|https://oeis.org/A291434|https://oeis.org/A291435|https://oeis.org/A291436|https://oeis.org/A291467|https://oeis.org/A291468|https://oeis.org/A291469|https://oeis.org/A291470|https://oeis.org/A291471|https://oeis.org/A291472|https://oeis.org/A291473|https://oeis.org/A291474|https://oeis.org/A291475|https://oeis.org/A291476|https://oeis.org/A291477|https://oeis.org/A291478|https://oeis.org/A291479|https://oeis.org/A291480|https://oeis.org/A291490|https://oeis.org/A291491|https://oeis.org/A291492|https://oeis.org/A291493|https://oeis.org/A291494|https://oeis.org/A291495|https://oeis.org/A291496|https://oeis.org/A291497|https://oeis.org/A291498|https://oeis.org/A291499|https://oeis.org/A291500|https://oeis.org/A291501|https://oeis.org/A291502|https://oeis.org/A291509|https://oeis.org/A291510|https://oeis.org/A291511|https://oeis.org/A291512|https://oeis.org/A291513|https://oeis.org/A291514|https://oeis.org/A291515|https://oeis.org/A291516|https://oeis.org/A291517|https://oeis.org/A291520|https://oeis.org/A291521|https://oeis.org/A291522|https://oeis.org/A291523|https://oeis.org/A291567|https://oeis.org/A291568|https://oeis.org/A291569|https://oeis.org/A291570|https://oeis.org/A291571|https://oeis.org/A291572|https://oeis.org/A291574|https://oeis.org/A291575|https://oeis.org/A291576|https://oeis.org/A291578|https://oeis.org/A291579|https://oeis.org/A291580|https://oeis.org/A291581|https://oeis.org/A291584 | original_url=https://zbmath.org/6849118 | target_kind=arxiv_pdf
zbmath,7727389,Twisted GGP problems and conjectures,https://arxiv.org/pdf/2204.10108.pdf,2023.0,problems and conjectures,links=https://doi.org/10.1112/S0010437X23007327|https://arxiv.org/abs/2204.10108 | original_url=https://zbmath.org/7727389 | target_kind=arxiv_pdf
zbmath,8059456,Some problems and conjectures about \(L^2\)-invariants,https://arxiv.org/pdf/2311.17830.pdf,2025.0,problems and conjectures,links=https://doi.org/10.1090/conm/816/16349|https://arxiv.org/abs/2311.17830 | original_url=https://zbmath.org/8059456 | target_kind=arxiv_pdf
