source,source_id,title,url,year,phrase,extra,original_url,target_url,target_kind,tier,priority_reason,resolver_status,resolver_detail,resolver_candidates
zbmath,7767535,The puzzle of global double field theory: open problems and the case for a higher Kaluza-Klein perspective,https://zbmath.org/7767535,2021.0,open problems,links=https://doi.org/10.1002/prop.202000102|https://arxiv.org/abs/2007.04969,https://zbmath.org/7767535,https://arxiv.org/pdf/2007.04969.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://doi.org/10.1002/prop.202000102"", ""https://arxiv.org/abs/2007.04969""]"
zbmath,6722028,Advances in quantum mechanics. Contemporary trends and open problems,https://zbmath.org/6722028,2017.0,open problems,links=https://doi.org/10.1007/978-3-319-58904-6|https://arxiv.org/abs/1705.06534,https://zbmath.org/6722028,https://arxiv.org/pdf/1705.06534.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://doi.org/10.1007/978-3-319-58904-6"", ""https://arxiv.org/abs/1705.06534""]"
zbmath,6542315,Mathematical contributions to the dynamics of the Josephson junctions: state of the art and open problems,https://zbmath.org/6542315,2015.0,open problems,links=https://arxiv.org/abs/1509.03054,https://zbmath.org/6542315,https://arxiv.org/pdf/1509.03054.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://arxiv.org/abs/1509.03054""]"
zbmath,900253811,On Kirchhoff type equations with critical Sobolev exponent and Naimen's open problems,https://zbmath.org/900253811,2015.0,open problems,links=https://arxiv.org/abs/1507.05308,https://zbmath.org/900253811,https://arxiv.org/pdf/1507.05308.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://arxiv.org/abs/1507.05308""]"
zbmath,902573316,Open problems in one-parameter operator semigroups theory,https://zbmath.org/902573316,2024.0,open problems,links=https://arxiv.org/abs/2410.00416,https://zbmath.org/902573316,https://arxiv.org/pdf/2410.00416.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://arxiv.org/abs/2410.00416""]"
zbmath,902972656,"Multiparty Quantum Key Agreement: Architectures, State-of-the-art, and Open Problems",https://zbmath.org/902972656,2026.0,open problems,links=https://arxiv.org/abs/2603.03225,https://zbmath.org/902972656,https://arxiv.org/pdf/2603.03225.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://arxiv.org/abs/2603.03225""]"
zbmath,8121764,"Queueing, predictions, and large language models: challenges and open problems",https://zbmath.org/8121764,2025.0,open problems,links=https://doi.org/10.1287/stsy.2025.0106|https://arxiv.org/abs/2503.07545,https://zbmath.org/8121764,https://arxiv.org/pdf/2503.07545.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://doi.org/10.1287/stsy.2025.0106"", ""https://arxiv.org/abs/2503.07545""]"
zbmath,7315971,Five not-so-easy pieces: open problems about vertex rings,https://zbmath.org/7315971,2020.0,open problems,links=https://doi.org/10.1090/conm/753/15172|https://arxiv.org/abs/1812.06206,https://zbmath.org/7315971,https://arxiv.org/pdf/1812.06206.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://doi.org/10.1090/conm/753/15172"", ""https://arxiv.org/abs/1812.06206""]"
zbmath,902857517,A gallery of open problems in geometry that keep me puzzled and amused,https://zbmath.org/902857517,2025.0,open problems,links=https://arxiv.org/abs/2510.11908,https://zbmath.org/902857517,https://arxiv.org/pdf/2510.11908.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://arxiv.org/abs/2510.11908""]"
zbmath,902881701,A List of Open Problems in Number Theory Posed by Ibn al-Khawwām (13th Century): Historical and Arithmetic Analysis,https://zbmath.org/902881701,2025.0,open problems,links=https://arxiv.org/abs/2511.08400,https://zbmath.org/902881701,https://arxiv.org/pdf/2511.08400.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://arxiv.org/abs/2511.08400""]"
zbmath,900582091,An open problem on congruences of finite lattices,https://zbmath.org/900582091,2023.0,open problem,links=https://arxiv.org/abs/2303.00699,https://zbmath.org/900582091,https://arxiv.org/pdf/2303.00699.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://arxiv.org/abs/2303.00699""]"
zbmath,900404416,WITHDRAWN: Nonsingular Block Graphs: An Open Problem,https://zbmath.org/900404416,2018.0,open problem,links=https://arxiv.org/abs/1803.03947,https://zbmath.org/900404416,https://arxiv.org/pdf/1803.03947.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://arxiv.org/abs/1803.03947""]"
zbmath,900565963,The Open Problem of Finding a General Classification of Geodetic Graphs,https://zbmath.org/900565963,2022.0,open problem,links=https://doi.org/10.5281/zenodo.6861196|https://arxiv.org/abs/2202.10663,https://zbmath.org/900565963,https://arxiv.org/pdf/2202.10663.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://doi.org/10.5281/zenodo.6861196"", ""https://arxiv.org/abs/2202.10663""]"
zbmath,6177679,Reminiscence of an open problem: remarks on Nevanlinna's four-value-theorem,https://zbmath.org/6177679,2012.0,open problem,links=https://arxiv.org/abs/1102.3383,https://zbmath.org/6177679,https://arxiv.org/pdf/1102.3383.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://arxiv.org/abs/1102.3383""]"
zbmath,7334731,Answering an open problem on t-norms for type-2 fuzzy sets,https://zbmath.org/7334731,2020.0,open problem,links=https://doi.org/10.1016/j.ins.2020.03.001|https://arxiv.org/abs/1907.12394,https://zbmath.org/7334731,https://arxiv.org/pdf/1907.12394.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://doi.org/10.1016/j.ins.2020.03.001"", ""https://arxiv.org/abs/1907.12394""]"
zbmath,7051842,Solution of an open problem about two families of orthogonal polynomials,https://zbmath.org/7051842,2019.0,open problem,links=https://doi.org/10.3842/SIGMA.2019.005|https://arxiv.org/abs/1901.09332|http://www.emis.de/25017,https://zbmath.org/7051842,https://arxiv.org/pdf/1901.09332.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://doi.org/10.3842/SIGMA.2019.005"", ""https://arxiv.org/abs/1901.09332"", ""http://www.emis.de/25017""]"
zbmath,6365717,An open problem of Ljubomir Iliev related to the Mittag-Leffler function and fractional calculus operators,https://zbmath.org/6365717,2013.0,open problem,links=http://www.math.bas.bg/complan/caa13/pdfdoc/CAA13_Proc_EBook.pdf,https://zbmath.org/6365717,http://www.math.bas.bg/complan/caa13/pdfdoc/CAA13_Proc_EBook.pdf,direct_pdf,priority,zbmath resolved to direct_pdf,api_ok,,"[""http://www.math.bas.bg/complan/caa13/pdfdoc/CAA13_Proc_EBook.pdf""]"
zbmath,6168775,The subset argument and consistency of MLE in GLMM: answer to an open problem and beyond,https://zbmath.org/6168775,2013.0,open problem,links=https://doi.org/10.1214/13-AOS1084|https://arxiv.org/abs/1303.2874|https://projecteuclid.org/euclid.aos/1362493044,https://zbmath.org/6168775,https://arxiv.org/pdf/1303.2874.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://doi.org/10.1214/13-AOS1084"", ""https://arxiv.org/abs/1303.2874"", ""https://projecteuclid.org/euclid.aos/1362493044""]"
zbmath,6529968,Open problem 1: Are Palmore's ``ignored estimates'' on the number of planar central configurations correct?,https://zbmath.org/6529968,2015.0,open problem,links=https://doi.org/10.1007/s12346-015-0170-z|https://arxiv.org/abs/1501.00694|https://hal.science/hal-01202661,https://zbmath.org/6529968,https://arxiv.org/pdf/1501.00694.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://doi.org/10.1007/s12346-015-0170-z"", ""https://arxiv.org/abs/1501.00694"", ""https://hal.science/hal-01202661""]"
zbmath,7434578,Solution of an open problem concerning the augmented Zagreb index and chromatic number of graphs,https://zbmath.org/7434578,2021.0,open problem,links=https://match.pmf.kg.ac.rs/electronic_versions/Match86/n1/match86n1_39-48.pdf,https://zbmath.org/7434578,https://match.pmf.kg.ac.rs/electronic_versions/Match86/n1/match86n1_39-48.pdf,direct_pdf,priority,zbmath resolved to direct_pdf,api_ok,,"[""https://match.pmf.kg.ac.rs/electronic_versions/Match86/n1/match86n1_39-48.pdf""]"
zbmath,6549731,All functions \(g:\mathbb N\to\mathbb N\) which have a single-fold Diophantine representation are dominated by a limit-computable function \(f:\mathbb N\backslash\{0\}\to\mathbb N\) which is implemented in MuPAD and whose computability is an open problem,https://zbmath.org/6549731,2015.0,open problem,links=https://doi.org/10.1007/978-3-319-18275-9_24|https://arxiv.org/abs/1309.2682,https://zbmath.org/6549731,https://arxiv.org/pdf/1309.2682.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://doi.org/10.1007/978-3-319-18275-9_24"", ""https://arxiv.org/abs/1309.2682""]"
zbmath,902681517,Lawvere's fourth open problem: Levels in the topos of symmetric simplicial sets,https://zbmath.org/902681517,2025.0,open problem,links=https://arxiv.org/abs/2503.03439,https://zbmath.org/902681517,https://arxiv.org/pdf/2503.03439.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://arxiv.org/abs/2503.03439""]"
zbmath,902635475,Solutions for certain Fermat-type PDDEs concerning an open problem of Xu and Wang,https://zbmath.org/902635475,2024.0,open problem,links=https://arxiv.org/abs/2412.19338,https://zbmath.org/902635475,https://arxiv.org/pdf/2412.19338.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://arxiv.org/abs/2412.19338""]"
zbmath,902706995,An affirmative answer to an open problem on Ramanujan's asymptotic formula of zero-balanced hypergeometric function,https://zbmath.org/902706995,2025.0,open problem,links=https://arxiv.org/abs/2504.04521,https://zbmath.org/902706995,https://arxiv.org/pdf/2504.04521.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://arxiv.org/abs/2504.04521""]"
zbmath,6309398,A solution to an open problem on Mathieu series posed by Hoorfar and Qi,https://zbmath.org/6309398,2012.0,open problem,links=https://arxiv.org/abs/1207.5219|http://journals.math.ac.vn/acta/images/stories/pdf1/Vol_37_No_3/Bai1_Nemes_Acta_10_80.pdf,https://zbmath.org/6309398,https://arxiv.org/pdf/1207.5219.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://arxiv.org/abs/1207.5219"", ""http://journals.math.ac.vn/acta/images/stories/pdf1/Vol_37_No_3/Bai1_Nemes_Acta_10_80.pdf""]"
zbmath,900241399,An answer to an open problem on seminormed fuzzy integral,https://zbmath.org/900241399,2015.0,open problem,links=https://arxiv.org/abs/1503.01437,https://zbmath.org/900241399,https://arxiv.org/pdf/1503.01437.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://arxiv.org/abs/1503.01437""]"
zbmath,5267005,"Deferred acceptance algorithms: history, theory, practice, and open questions",https://zbmath.org/5267005,2008.0,open questions,links=https://doi.org/10.1007/s00182-008-0117-6|http://papers.nber.org/papers/w13225.pdf,https://zbmath.org/5267005,http://papers.nber.org/papers/w13225.pdf,direct_pdf,priority,zbmath resolved to direct_pdf,api_ok,,"[""https://doi.org/10.1007/s00182-008-0117-6"", ""http://papers.nber.org/papers/w13225.pdf""]"
zbmath,7535439,Higher rank Brill-Noether theory and coherent systems open questions,https://zbmath.org/7535439,2022.0,open questions,links=https://doi.org/10.22199/issn.0717-6279-5276|https://arxiv.org/abs/2108.08169,https://zbmath.org/7535439,https://arxiv.org/pdf/2108.08169.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://doi.org/10.22199/issn.0717-6279-5276"", ""https://arxiv.org/abs/2108.08169""]"
zbmath,5728576,Basic properties of strong mixing conditions. A survey and some open questions,https://zbmath.org/5728576,2005.0,open questions,links=https://doi.org/10.1214/154957805100000104|https://arxiv.org/abs/math/0511078|https://eudml.org/doc/223765|http://www.emis.de/46808,https://zbmath.org/5728576,https://arxiv.org/pdf/math/0511078.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://doi.org/10.1214/154957805100000104"", ""https://arxiv.org/abs/math/0511078"", ""https://eudml.org/doc/223765"", ""http://www.emis.de/46808""]"
zbmath,902662802,Results and open questions on the boundary control of moving sets,https://zbmath.org/902662802,2025.0,open questions,links=https://arxiv.org/abs/2502.06050,https://zbmath.org/902662802,https://arxiv.org/pdf/2502.06050.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://arxiv.org/abs/2502.06050""]"
zbmath,7217531,A max-type recursive model: some properties and open questions,https://zbmath.org/7217531,2019.0,open questions,links=https://doi.org/10.1007/978-981-15-0302-3_6|https://arxiv.org/abs/1705.04787,https://zbmath.org/7217531,https://arxiv.org/pdf/1705.04787.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://doi.org/10.1007/978-981-15-0302-3_6"", ""https://arxiv.org/abs/1705.04787""]"
zbmath,6153956,Combinatorial identities related to eigen-function decompositions of Hill operators: open questions,https://zbmath.org/6153956,2013.0,open questions,links=https://doi.org/10.1007/s00020-012-2016-2|https://arxiv.org/abs/1210.0835,https://zbmath.org/6153956,https://arxiv.org/pdf/1210.0835.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://doi.org/10.1007/s00020-012-2016-2"", ""https://arxiv.org/abs/1210.0835""]"
zbmath,1942009,Open questions in high energy spin physics,https://zbmath.org/1942009,2003.0,open questions,links=https://doi.org/10.1142/S0217751X03014459|https://arxiv.org/abs/hep-ph/0201068,https://zbmath.org/1942009,https://arxiv.org/pdf/hep-ph/0201068.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://doi.org/10.1142/S0217751X03014459"", ""https://arxiv.org/abs/hep-ph/0201068""]"
zbmath,8106378,Some open questions and conjectures about visibility and iteration in bounded convex domains in \(\mathbb{C}^N\),https://zbmath.org/8106378,2025.0,open questions,links=https://doi.org/10.1007/s40627-025-00172-2|https://arxiv.org/abs/2507.19967,https://zbmath.org/8106378,https://arxiv.org/pdf/2507.19967.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://doi.org/10.1007/s40627-025-00172-2"", ""https://arxiv.org/abs/2507.19967""]"
zbmath,6642290,An affirmative answer to the open questions on the viscosity approximation methods for nonexpansive mappings in CAT(0) spaces,https://zbmath.org/6642290,2016.0,open questions,links=https://doi.org/10.22436/jnsa.009.06.94|https://www.isr-publications.com/jnsa/articles-2706-an-affirmative-answer-to-the-open-questions-on-the-viscosity-approximation-methods-for-nonexpansive-mappings-in-cat0-spaces|http://www.tjnsa.com/includes/files/articles/Vol9_Iss6_4563--4570_An_affirmative_answer_to_the_open_q.pdf,https://zbmath.org/6642290,http://www.tjnsa.com/includes/files/articles/Vol9_Iss6_4563--4570_An_affirmative_answer_to_the_open_q.pdf,direct_pdf,priority,zbmath resolved to direct_pdf,api_ok,,"[""https://doi.org/10.22436/jnsa.009.06.94"", ""https://www.isr-publications.com/jnsa/articles-2706-an-affirmative-answer-to-the-open-questions-on-the-viscosity-approximation-methods-for-nonexpansive-mappings-in-cat0-spaces"", ""http://www.tjnsa.com/includes/files/articles/Vol9_Iss6_4563--4570_An_affirmative_answer_to_the_open_q.pdf""]"
zbmath,7107713,"A survey of adaptive cell population dynamics models of emergence of drug resistance in cancer, and open questions about evolution and cancer",https://zbmath.org/7107713,2019.0,open questions,links=https://doi.org/10.11145/j.biomath.2019.05.147;|http://www.biomathforum.org/biomath/index.php/biomath/article/download/j.biomath.2019.05.147/pdf,https://zbmath.org/7107713,http://www.biomathforum.org/biomath/index.php/biomath/article/download/j.biomath.2019.05.147/pdf,direct_pdf,priority,zbmath resolved to direct_pdf,api_ok,,"[""https://doi.org/10.11145/j.biomath.2019.05.147;"", ""http://www.biomathforum.org/biomath/index.php/biomath/article/download/j.biomath.2019.05.147/pdf""]"
zbmath,7945806,On two open questions for extension bundles,https://zbmath.org/7945806,2025.0,open questions,links=https://doi.org/10.1016/j.jalgebra.2024.08.015|https://arxiv.org/abs/2401.02179,https://zbmath.org/7945806,https://arxiv.org/pdf/2401.02179.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://doi.org/10.1016/j.jalgebra.2024.08.015"", ""https://arxiv.org/abs/2401.02179""]"
zbmath,902970252,"A short tour of operator learning theory: Convergence rates, statistical limits, and open questions",https://zbmath.org/902970252,2026.0,open questions,links=https://arxiv.org/abs/2603.00819,https://zbmath.org/902970252,https://arxiv.org/pdf/2603.00819.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://arxiv.org/abs/2603.00819""]"
zbmath,900576183,Concrete examples of the rate of convergence of Chernoff approximations: numerical results for the heat semigroup and open questions on them (with appendix: full list of pictures and Python code),https://zbmath.org/900576183,2025.0,open questions,links=https://arxiv.org/abs/2301.05284,https://zbmath.org/900576183,https://arxiv.org/pdf/2301.05284.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://arxiv.org/abs/2301.05284""]"
zbmath,6764442,The diffuse light of the universe. On the microwave background before and after its discovery: open questions,https://zbmath.org/6764442,2017.0,open questions,links=https://doi.org/10.1007/s10701-016-0056-1|https://arxiv.org/abs/1701.01017,https://zbmath.org/6764442,https://arxiv.org/pdf/1701.01017.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://doi.org/10.1007/s10701-016-0056-1"", ""https://arxiv.org/abs/1701.01017""]"
zbmath,5840346,"Normals, subnormals and an open question",https://zbmath.org/5840346,2010.0,open question,links=https://doi.org/10.7153/oam-04-26|https://arxiv.org/abs/0906.5412|http://files.ele-math.com/abstracts/oam-04-26-abs.pdf,https://zbmath.org/5840346,https://arxiv.org/pdf/0906.5412.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://doi.org/10.7153/oam-04-26"", ""https://arxiv.org/abs/0906.5412"", ""http://files.ele-math.com/abstracts/oam-04-26-abs.pdf""]"
zbmath,7444238,On an open question regarding generalized number systems in Euclidean spaces,https://zbmath.org/7444238,2021.0,open question,links=http://ac.inf.elte.hu/Vol_052_2021/093_52.pdf,https://zbmath.org/7444238,http://ac.inf.elte.hu/Vol_052_2021/093_52.pdf,direct_pdf,priority,zbmath resolved to direct_pdf,api_ok,,"[""http://ac.inf.elte.hu/Vol_052_2021/093_52.pdf""]"
zbmath,5831646,"An experimental mathematics perspective on the old, and still open, question of when to stop?",https://zbmath.org/5831646,2010.0,open question,links=https://arxiv.org/abs/0907.0032,https://zbmath.org/5831646,https://arxiv.org/pdf/0907.0032.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://arxiv.org/abs/0907.0032""]"
zbmath,7125119,On an open question of Ricceri concerning a Kirchhoff-type problem,https://zbmath.org/7125119,2019.0,open question,links=https://arxiv.org/abs/1810.08224|http://www.heldermann.de/MTA/MTA04/MTA042/mta04015.htm#mta042,https://zbmath.org/7125119,https://arxiv.org/pdf/1810.08224.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://arxiv.org/abs/1810.08224"", ""http://www.heldermann.de/MTA/MTA04/MTA042/mta04015.htm#mta042""]"
zbmath,900531147,An answer to an open question in the incremental SVD,https://zbmath.org/900531147,2022.0,open question,links=https://arxiv.org/abs/2204.05398,https://zbmath.org/900531147,https://arxiv.org/pdf/2204.05398.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://arxiv.org/abs/2204.05398""]"
zbmath,900365854,On the Open Question of The Tracy-Widom Distribution of \beta-Ensemble With \beta=6,https://zbmath.org/900365854,2018.0,open question,links=https://arxiv.org/abs/1812.00522,https://zbmath.org/900365854,https://arxiv.org/pdf/1812.00522.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://arxiv.org/abs/1812.00522""]"
