source,source_id,title,url,year,phrase,extra,original_url,target_url,target_kind,tier,priority_reason,resolver_status,resolver_detail,resolver_candidates
zbmath,6722028,Advances in quantum mechanics. Contemporary trends and open problems,https://zbmath.org/6722028,2017.0,open problems,links=https://doi.org/10.1007/978-3-319-58904-6|https://arxiv.org/abs/1705.06534,https://zbmath.org/6722028,https://arxiv.org/pdf/1705.06534.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://doi.org/10.1007/978-3-319-58904-6"", ""https://arxiv.org/abs/1705.06534""]"
zbmath,900253811,On Kirchhoff type equations with critical Sobolev exponent and Naimen's open problems,https://zbmath.org/900253811,2015.0,open problems,links=https://arxiv.org/abs/1507.05308,https://zbmath.org/900253811,https://arxiv.org/pdf/1507.05308.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://arxiv.org/abs/1507.05308""]"
zbmath,902972656,"Multiparty Quantum Key Agreement: Architectures, State-of-the-art, and Open Problems",https://zbmath.org/902972656,2026.0,open problems,links=https://arxiv.org/abs/2603.03225,https://zbmath.org/902972656,https://arxiv.org/pdf/2603.03225.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://arxiv.org/abs/2603.03225""]"
zbmath,7315971,Five not-so-easy pieces: open problems about vertex rings,https://zbmath.org/7315971,2020.0,open problems,links=https://doi.org/10.1090/conm/753/15172|https://arxiv.org/abs/1812.06206,https://zbmath.org/7315971,https://arxiv.org/pdf/1812.06206.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://doi.org/10.1090/conm/753/15172"", ""https://arxiv.org/abs/1812.06206""]"
zbmath,902881701,A List of Open Problems in Number Theory Posed by Ibn al-Khawwām (13th Century): Historical and Arithmetic Analysis,https://zbmath.org/902881701,2025.0,open problems,links=https://arxiv.org/abs/2511.08400,https://zbmath.org/902881701,https://arxiv.org/pdf/2511.08400.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://arxiv.org/abs/2511.08400""]"
zbmath,900404416,WITHDRAWN: Nonsingular Block Graphs: An Open Problem,https://zbmath.org/900404416,2018.0,open problem,links=https://arxiv.org/abs/1803.03947,https://zbmath.org/900404416,https://arxiv.org/pdf/1803.03947.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://arxiv.org/abs/1803.03947""]"
zbmath,6177679,Reminiscence of an open problem: remarks on Nevanlinna's four-value-theorem,https://zbmath.org/6177679,2012.0,open problem,links=https://arxiv.org/abs/1102.3383,https://zbmath.org/6177679,https://arxiv.org/pdf/1102.3383.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://arxiv.org/abs/1102.3383""]"
zbmath,7051842,Solution of an open problem about two families of orthogonal polynomials,https://zbmath.org/7051842,2019.0,open problem,links=https://doi.org/10.3842/SIGMA.2019.005|https://arxiv.org/abs/1901.09332|http://www.emis.de/25017,https://zbmath.org/7051842,https://arxiv.org/pdf/1901.09332.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://doi.org/10.3842/SIGMA.2019.005"", ""https://arxiv.org/abs/1901.09332"", ""http://www.emis.de/25017""]"
zbmath,6168775,The subset argument and consistency of MLE in GLMM: answer to an open problem and beyond,https://zbmath.org/6168775,2013.0,open problem,links=https://doi.org/10.1214/13-AOS1084|https://arxiv.org/abs/1303.2874|https://projecteuclid.org/euclid.aos/1362493044,https://zbmath.org/6168775,https://arxiv.org/pdf/1303.2874.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://doi.org/10.1214/13-AOS1084"", ""https://arxiv.org/abs/1303.2874"", ""https://projecteuclid.org/euclid.aos/1362493044""]"
zbmath,7434578,Solution of an open problem concerning the augmented Zagreb index and chromatic number of graphs,https://zbmath.org/7434578,2021.0,open problem,links=https://match.pmf.kg.ac.rs/electronic_versions/Match86/n1/match86n1_39-48.pdf,https://zbmath.org/7434578,https://match.pmf.kg.ac.rs/electronic_versions/Match86/n1/match86n1_39-48.pdf,direct_pdf,priority,zbmath resolved to direct_pdf,api_ok,,"[""https://match.pmf.kg.ac.rs/electronic_versions/Match86/n1/match86n1_39-48.pdf""]"
zbmath,902681517,Lawvere's fourth open problem: Levels in the topos of symmetric simplicial sets,https://zbmath.org/902681517,2025.0,open problem,links=https://arxiv.org/abs/2503.03439,https://zbmath.org/902681517,https://arxiv.org/pdf/2503.03439.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://arxiv.org/abs/2503.03439""]"
zbmath,902706995,An affirmative answer to an open problem on Ramanujan's asymptotic formula of zero-balanced hypergeometric function,https://zbmath.org/902706995,2025.0,open problem,links=https://arxiv.org/abs/2504.04521,https://zbmath.org/902706995,https://arxiv.org/pdf/2504.04521.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://arxiv.org/abs/2504.04521""]"
zbmath,900241399,An answer to an open problem on seminormed fuzzy integral,https://zbmath.org/900241399,2015.0,open problem,links=https://arxiv.org/abs/1503.01437,https://zbmath.org/900241399,https://arxiv.org/pdf/1503.01437.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://arxiv.org/abs/1503.01437""]"
zbmath,7535439,Higher rank Brill-Noether theory and coherent systems open questions,https://zbmath.org/7535439,2022.0,open questions,links=https://doi.org/10.22199/issn.0717-6279-5276|https://arxiv.org/abs/2108.08169,https://zbmath.org/7535439,https://arxiv.org/pdf/2108.08169.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://doi.org/10.22199/issn.0717-6279-5276"", ""https://arxiv.org/abs/2108.08169""]"
zbmath,902662802,Results and open questions on the boundary control of moving sets,https://zbmath.org/902662802,2025.0,open questions,links=https://arxiv.org/abs/2502.06050,https://zbmath.org/902662802,https://arxiv.org/pdf/2502.06050.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://arxiv.org/abs/2502.06050""]"
zbmath,6153956,Combinatorial identities related to eigen-function decompositions of Hill operators: open questions,https://zbmath.org/6153956,2013.0,open questions,links=https://doi.org/10.1007/s00020-012-2016-2|https://arxiv.org/abs/1210.0835,https://zbmath.org/6153956,https://arxiv.org/pdf/1210.0835.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://doi.org/10.1007/s00020-012-2016-2"", ""https://arxiv.org/abs/1210.0835""]"
zbmath,8106378,Some open questions and conjectures about visibility and iteration in bounded convex domains in \(\mathbb{C}^N\),https://zbmath.org/8106378,2025.0,open questions,links=https://doi.org/10.1007/s40627-025-00172-2|https://arxiv.org/abs/2507.19967,https://zbmath.org/8106378,https://arxiv.org/pdf/2507.19967.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://doi.org/10.1007/s40627-025-00172-2"", ""https://arxiv.org/abs/2507.19967""]"
zbmath,7107713,"A survey of adaptive cell population dynamics models of emergence of drug resistance in cancer, and open questions about evolution and cancer",https://zbmath.org/7107713,2019.0,open questions,links=https://doi.org/10.11145/j.biomath.2019.05.147;|http://www.biomathforum.org/biomath/index.php/biomath/article/download/j.biomath.2019.05.147/pdf,https://zbmath.org/7107713,http://www.biomathforum.org/biomath/index.php/biomath/article/download/j.biomath.2019.05.147/pdf,direct_pdf,priority,zbmath resolved to direct_pdf,api_ok,,"[""https://doi.org/10.11145/j.biomath.2019.05.147;"", ""http://www.biomathforum.org/biomath/index.php/biomath/article/download/j.biomath.2019.05.147/pdf""]"
zbmath,902970252,"A short tour of operator learning theory: Convergence rates, statistical limits, and open questions",https://zbmath.org/902970252,2026.0,open questions,links=https://arxiv.org/abs/2603.00819,https://zbmath.org/902970252,https://arxiv.org/pdf/2603.00819.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://arxiv.org/abs/2603.00819""]"
zbmath,6764442,The diffuse light of the universe. On the microwave background before and after its discovery: open questions,https://zbmath.org/6764442,2017.0,open questions,links=https://doi.org/10.1007/s10701-016-0056-1|https://arxiv.org/abs/1701.01017,https://zbmath.org/6764442,https://arxiv.org/pdf/1701.01017.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://doi.org/10.1007/s10701-016-0056-1"", ""https://arxiv.org/abs/1701.01017""]"
zbmath,7444238,On an open question regarding generalized number systems in Euclidean spaces,https://zbmath.org/7444238,2021.0,open question,links=http://ac.inf.elte.hu/Vol_052_2021/093_52.pdf,https://zbmath.org/7444238,http://ac.inf.elte.hu/Vol_052_2021/093_52.pdf,direct_pdf,priority,zbmath resolved to direct_pdf,api_ok,,"[""http://ac.inf.elte.hu/Vol_052_2021/093_52.pdf""]"
zbmath,7125119,On an open question of Ricceri concerning a Kirchhoff-type problem,https://zbmath.org/7125119,2019.0,open question,links=https://arxiv.org/abs/1810.08224|http://www.heldermann.de/MTA/MTA04/MTA042/mta04015.htm#mta042,https://zbmath.org/7125119,https://arxiv.org/pdf/1810.08224.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://arxiv.org/abs/1810.08224"", ""http://www.heldermann.de/MTA/MTA04/MTA042/mta04015.htm#mta042""]"
zbmath,900365854,On the Open Question of The Tracy-Widom Distribution of \beta-Ensemble With \beta=6,https://zbmath.org/900365854,2018.0,open question,links=https://arxiv.org/abs/1812.00522,https://zbmath.org/900365854,https://arxiv.org/pdf/1812.00522.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://arxiv.org/abs/1812.00522""]"
zbmath,902600479,The one-shot problem: Solution to an open question of finite-fuel singular control with discretionary stopping,https://zbmath.org/902600479,2024.0,open question,links=https://arxiv.org/abs/2411.04301,https://zbmath.org/902600479,https://arxiv.org/pdf/2411.04301.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://arxiv.org/abs/2411.04301""]"
zbmath,6686816,Half a dozen famous unsolved problems in mathematics with a dozen suggestions on how to try to solve them,https://zbmath.org/6686816,2016.0,unsolved problems,links=http://ijmcs.future-in-tech.net/11.2/R-GhusayniHalf.pdf,https://zbmath.org/6686816,http://ijmcs.future-in-tech.net/11.2/R-GhusayniHalf.pdf,direct_pdf,priority,zbmath resolved to direct_pdf,api_ok,,"[""http://ijmcs.future-in-tech.net/11.2/R-GhusayniHalf.pdf""]"
zbmath,902799565,Problems 66 and 67 on sums of residue classes and primes of András Sárközy's collection of unsolved problems,https://zbmath.org/902799565,2025.0,unsolved problems,links=https://arxiv.org/abs/2508.02433,https://zbmath.org/902799565,https://arxiv.org/pdf/2508.02433.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://arxiv.org/abs/2508.02433""]"
zbmath,6045711,Partitions with distinct multiplicities of parts: on an ``unsolved problem'' posed by Herbert Wilf,https://zbmath.org/6045711,2012.0,unsolved problem,links=https://arxiv.org/abs/1203.2670|http://www.emis.de/29354|https://oeis.org/A98859|https://oeis.org/A217605,https://zbmath.org/6045711,https://arxiv.org/pdf/1203.2670.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://arxiv.org/abs/1203.2670"", ""http://www.emis.de/29354"", ""https://oeis.org/A98859"", ""https://oeis.org/A217605""]"
zbmath,900556662,Combinatorial and Additive Number Theory Problem Sessions: '09--'25,https://zbmath.org/900556662,2014.0,problem sessions,links=https://arxiv.org/abs/1406.3558,https://zbmath.org/900556662,https://arxiv.org/pdf/1406.3558.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://arxiv.org/abs/1406.3558""]"
zbmath,900080949,Conformal dynamics problem list,https://zbmath.org/900080949,1990.0,problem list,links=https://arxiv.org/abs/math/9201271,https://zbmath.org/900080949,https://arxiv.org/pdf/math/9201271.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://arxiv.org/abs/math/9201271""]"
zbmath,902515636,Comparative Prime Number Theory Problem List,https://zbmath.org/902515636,2024.0,problem list,links=https://arxiv.org/abs/2407.03530,https://zbmath.org/902515636,https://arxiv.org/pdf/2407.03530.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://arxiv.org/abs/2407.03530""]"
zbmath,7773745,A list of problems,https://zbmath.org/7773745,2023.0,list of problems,links=https://doi.org/10.1007/978-3-031-12244-6_2|https://arxiv.org/abs/2212.05791,https://zbmath.org/7773745,https://arxiv.org/pdf/2212.05791.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://doi.org/10.1007/978-3-031-12244-6_2"", ""https://arxiv.org/abs/2212.05791""]"
zbmath,6849118,Additive combinatorics. A menu of research problems,https://zbmath.org/6849118,2018.0,research problems,links=https://doi.org/10.1201/9781351137621|https://arxiv.org/abs/1705.07444|https://oeis.org/A1844|https://oeis.org/A1845|https://oeis.org/A4132|https://oeis.org/A4135|https://oeis.org/A4136|https://oeis.org/A8288|https://oeis.org/A35607|https://oeis.org/A90245|https://oeis.org/A113413|https://oeis.org/A119800|https://oeis.org/A122542|https://oeis.org/A211316|https://oeis.org/A266213|https://oeis.org/A288583|https://oeis.org/A289186|https://oeis.org/A289187|https://oeis.org/A289189|https://oeis.org/A289434|https://oeis.org/A289435|https://oeis.org/A289436|https://oeis.org/A289437|https://oeis.org/A289438|https://oeis.org/A289439|https://oeis.org/A289440|https://oeis.org/A289441|https://oeis.org/A289442|https://oeis.org/A290636|https://oeis.org/A290978|https://oeis.org/A290979|https://oeis.org/A290980|https://oeis.org/A290981|https://oeis.org/A290982|https://oeis.org/A290983|https://oeis.org/A290988|https://oeis.org/A291040|https://oeis.org/A291041|https://oeis.org/A291267|https://oeis.org/A291268|https://oeis.org/A291270|https://oeis.org/A291271|https://oeis.org/A291272|https://oeis.org/A291273|https://oeis.org/A291304|https://oeis.org/A291305|https://oeis.org/A291306|https://oeis.org/A291307|https://oeis.org/A291308|https://oeis.org/A291309|https://oeis.org/A291310|https://oeis.org/A291323|https://oeis.org/A291324|https://oeis.org/A291325|https://oeis.org/A291326|https://oeis.org/A291327|https://oeis.org/A291328|https://oeis.org/A291329|https://oeis.org/A291330|https://oeis.org/A291357|https://oeis.org/A291358|https://oeis.org/A291359|https://oeis.org/A291361|https://oeis.org/A291362|https://oeis.org/A291363|https://oeis.org/A291364|https://oeis.org/A291366|https://oeis.org/A291367|https://oeis.org/A291368|https://oeis.org/A291369|https://oeis.org/A291370|https://oeis.org/A291423|https://oeis.org/A291424|https://oeis.org/A291425|https://oeis.org/A291426|https://oeis.org/A291427|https://oeis.org/A291428|https://oeis.org/A291429|https://oeis.org/A291430|https://oeis.org/A291431|https://oeis.org/A291432|https://oeis.org/A291433|https://oeis.org/A291434|https://oeis.org/A291435|https://oeis.org/A291436|https://oeis.org/A291467|https://oeis.org/A291468|https://oeis.org/A291469|https://oeis.org/A291470|https://oeis.org/A291471|https://oeis.org/A291472|https://oeis.org/A291473|https://oeis.org/A291474|https://oeis.org/A291475|https://oeis.org/A291476|https://oeis.org/A291477|https://oeis.org/A291478|https://oeis.org/A291479|https://oeis.org/A291480|https://oeis.org/A291490|https://oeis.org/A291491|https://oeis.org/A291492|https://oeis.org/A291493|https://oeis.org/A291494|https://oeis.org/A291495|https://oeis.org/A291496|https://oeis.org/A291497|https://oeis.org/A291498|https://oeis.org/A291499|https://oeis.org/A291500|https://oeis.org/A291501|https://oeis.org/A291502|https://oeis.org/A291509|https://oeis.org/A291510|https://oeis.org/A291511|https://oeis.org/A291512|https://oeis.org/A291513|https://oeis.org/A291514|https://oeis.org/A291515|https://oeis.org/A291516|https://oeis.org/A291517|https://oeis.org/A291520|https://oeis.org/A291521|https://oeis.org/A291522|https://oeis.org/A291523|https://oeis.org/A291567|https://oeis.org/A291568|https://oeis.org/A291569|https://oeis.org/A291570|https://oeis.org/A291571|https://oeis.org/A291572|https://oeis.org/A291574|https://oeis.org/A291575|https://oeis.org/A291576|https://oeis.org/A291578|https://oeis.org/A291579|https://oeis.org/A291580|https://oeis.org/A291581|https://oeis.org/A291584,https://zbmath.org/6849118,https://arxiv.org/pdf/1705.07444.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://doi.org/10.1201/9781351137621"", ""https://arxiv.org/abs/1705.07444"", ""https://oeis.org/A1844"", ""https://oeis.org/A1845"", ""https://oeis.org/A4132"", ""https://oeis.org/A4135"", ""https://oeis.org/A4136"", ""https://oeis.org/A8288"", ""https://oeis.org/A35607"", ""https://oeis.org/A90245"", ""https://oeis.org/A113413"", ""https://oeis.org/A119800"", ""https://oeis.org/A122542"", ""https://oeis.org/A211316"", ""https://oeis.org/A266213"", ""https://oeis.org/A288583"", ""https://oeis.org/A289186"", ""https://oeis.org/A289187"", ""https://oeis.org/A289189"", ""https://oeis.org/A289434"", ""https://oeis.org/A289435"", ""https://oeis.org/A289436"", ""https://oeis.org/A289437"", ""https://oeis.org/A289438"", ""https://oeis.org/A289439"", ""https://oeis.org/A289440"", ""https://oeis.org/A289441"", ""https://oeis.org/A289442"", ""https://oeis.org/A290636"", ""https://oeis.org/A290978"", ""https://oeis.org/A290979"", ""https://oeis.org/A290980"", ""https://oeis.org/A290981"", ""https://oeis.org/A290982"", ""https://oeis.org/A290983"", ""https://oeis.org/A290988"", ""https://oeis.org/A291040"", ""https://oeis.org/A291041"", ""https://oeis.org/A291267"", ""https://oeis.org/A291268"", ""https://oeis.org/A291270"", ""https://oeis.org/A291271"", ""https://oeis.org/A291272"", ""https://oeis.org/A291273"", ""https://oeis.org/A291304"", ""https://oeis.org/A291305"", ""https://oeis.org/A291306"", ""https://oeis.org/A291307"", ""https://oeis.org/A291308"", ""https://oeis.org/A291309"", ""https://oeis.org/A291310"", ""https://oeis.org/A291323"", ""https://oeis.org/A291324"", ""https://oeis.org/A291325"", ""https://oeis.org/A291326"", ""https://oeis.org/A291327"", ""https://oeis.org/A291328"", ""https://oeis.org/A291329"", ""https://oeis.org/A291330"", ""https://oeis.org/A291357"", ""https://oeis.org/A291358"", ""https://oeis.org/A291359"", ""https://oeis.org/A291361"", ""https://oeis.org/A291362"", ""https://oeis.org/A291363"", ""https://oeis.org/A291364"", ""https://oeis.org/A291366"", ""https://oeis.org/A291367"", ""https://oeis.org/A291368"", ""https://oeis.org/A291369"", ""https://oeis.org/A291370"", ""https://oeis.org/A291423"", ""https://oeis.org/A291424"", ""https://oeis.org/A291425"", ""https://oeis.org/A291426"", ""https://oeis.org/A291427"", ""https://oeis.org/A291428"", ""https://oeis.org/A291429"", ""https://oeis.org/A291430"", ""https://oeis.org/A291431"", ""https://oeis.org/A291432"", ""https://oeis.org/A291433"", ""https://oeis.org/A291434"", ""https://oeis.org/A291435"", ""https://oeis.org/A291436"", ""https://oeis.org/A291467"", ""https://oeis.org/A291468"", ""https://oeis.org/A291469"", ""https://oeis.org/A291470"", ""https://oeis.org/A291471"", ""https://oeis.org/A291472"", ""https://oeis.org/A291473"", ""https://oeis.org/A291474"", ""https://oeis.org/A291475"", ""https://oeis.org/A291476"", ""https://oeis.org/A291477"", ""https://oeis.org/A291478"", ""https://oeis.org/A291479"", ""https://oeis.org/A291480"", ""https://oeis.org/A291490"", ""https://oeis.org/A291491"", ""https://oeis.org/A291492"", ""https://oeis.org/A291493"", ""https://oeis.org/A291494"", ""https://oeis.org/A291495"", ""https://oeis.org/A291496"", ""https://oeis.org/A291497"", ""https://oeis.org/A291498"", ""https://oeis.org/A291499"", ""https://oeis.org/A291500"", ""https://oeis.org/A291501"", ""https://oeis.org/A291502"", ""https://oeis.org/A291509"", ""https://oeis.org/A291510"", ""https://oeis.org/A291511"", ""https://oeis.org/A291512"", ""https://oeis.org/A291513"", ""https://oeis.org/A291514"", ""https://oeis.org/A291515"", ""https://oeis.org/A291516"", ""https://oeis.org/A291517"", ""https://oeis.org/A291520"", ""https://oeis.org/A291521"", ""https://oeis.org/A291522"", ""https://oeis.org/A291523"", ""https://oeis.org/A291567"", ""https://oeis.org/A291568"", ""https://oeis.org/A291569"", ""https://oeis.org/A291570"", ""https://oeis.org/A291571"", ""https://oeis.org/A291572"", ""https://oeis.org/A291574"", ""https://oeis.org/A291575"", ""https://oeis.org/A291576"", ""https://oeis.org/A291578"", ""https://oeis.org/A291579"", ""https://oeis.org/A291580"", ""https://oeis.org/A291581"", ""https://oeis.org/A291584""]"
zbmath,8059456,Some problems and conjectures about \(L^2\)-invariants,https://zbmath.org/8059456,2025.0,problems and conjectures,links=https://doi.org/10.1090/conm/816/16349|https://arxiv.org/abs/2311.17830,https://zbmath.org/8059456,https://arxiv.org/pdf/2311.17830.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://doi.org/10.1090/conm/816/16349"", ""https://arxiv.org/abs/2311.17830""]"
zbmath,6213921,Rationality problems and conjectures of Milnor and Bloch-Kato,https://zbmath.org/6213921,2013.0,problems and conjectures,links=https://doi.org/10.1112/S0010437X13007021|https://arxiv.org/abs/1203.4022,https://zbmath.org/6213921,https://arxiv.org/pdf/1203.4022.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://doi.org/10.1112/S0010437X13007021"", ""https://arxiv.org/abs/1203.4022""]"
zbmath,6329366,Some open problems on permutation patterns,https://zbmath.org/6329366,2013.0,some open problems,links=https://doi.org/10.1017/CBO9781139506748.007|https://arxiv.org/abs/1210.7320|https://oeis.org/A262751,https://zbmath.org/6329366,https://arxiv.org/pdf/1210.7320.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://doi.org/10.1017/CBO9781139506748.007"", ""https://arxiv.org/abs/1210.7320"", ""https://oeis.org/A262751""]"
zbmath,900365633,Some Problems in Differentiation,https://zbmath.org/900365633,2018.0,some problems,links=https://arxiv.org/abs/1811.12293,https://zbmath.org/900365633,https://arxiv.org/pdf/1811.12293.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://arxiv.org/abs/1811.12293""]"
zbmath,6516655,Multi-sorted logic and logical geometry: some problems.,https://zbmath.org/6516655,2015.0,some problems,links=https://doi.org/10.1515/dema-2015-0042|https://arxiv.org/abs/1406.3076,https://zbmath.org/6516655,https://arxiv.org/pdf/1406.3076.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://doi.org/10.1515/dema-2015-0042"", ""https://arxiv.org/abs/1406.3076""]"
zbmath,7393796,On some problems about ternary paths: a linear algebra approach,https://zbmath.org/7393796,2021.0,some problems,links=https://arxiv.org/abs/1910.02320,https://zbmath.org/7393796,https://arxiv.org/pdf/1910.02320.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://arxiv.org/abs/1910.02320""]"
zbmath,5516711,On optimal quantization rules for some problems in sequential decentralized detection,https://zbmath.org/5516711,2008.0,some problems,links=https://doi.org/10.1109/TIT.2008.924647|https://arxiv.org/abs/math/0608556,https://zbmath.org/5516711,https://arxiv.org/pdf/math/0608556.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://doi.org/10.1109/TIT.2008.924647"", ""https://arxiv.org/abs/math/0608556""]"
zbmath,900193763,WITHDRAWN: Some Problems in Number Theory I: The Circle Problem,https://zbmath.org/900193763,2007.0,some problems,links=https://arxiv.org/abs/math/0702613,https://zbmath.org/900193763,https://arxiv.org/pdf/math/0702613.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://arxiv.org/abs/math/0702613""]"
